total_expense;age;sex;pdv;client;campaing;purchase_date
157;37;1;2;95063;1;2022-01-21
358;33;1;1;91518;10;2019-01-11
981;42;1;0;8978;7;2019-03-25
963;38;1;3;22816;1;2022-08-08
156;14;0;1;42457;3;2019-07-24
139;15;1;3;58416;3;2019-10-17
278;27;0;4;22990;6;2021-03-06
633;14;0;1;17134;2;2019-01-24
532;28;1;5;27733;9;2019-01-16
275;15;0;5;72806;4;2019-06-25
51;37;1;4;13547;10;2021-03-29
697;35;1;4;88143;9;2021-05-09
262;33;0;2;16344;1;2018-09-04
444;4;1;0;50578;10;2021-03-04
614;42;0;1;25121;5;2021-07-05
475;19;0;2;58232;6;2019-09-19
72;45;1;3;8966;8;2020-02-24
923;1;0;1;37923;1;2022-04-16
867;9;1;5;47420;9;2019-07-15
556;10;1;4;10619;7;2019-07-31
769;42;0;3;22351;4;2020-04-11
533;2;1;4;1653;9;2019-01-29
73;16;1;2;47628;5;2021-06-03
377;47;0;3;36207;3;2020-02-10
52;1;0;3;17784;3;2020-08-16
313;28;0;1;37126;10;2020-05-09
228;16;1;0;37792;4;2021-04-20
328;18;1;0;99156;7;2020-07-18
258;8;1;0;96645;4;2022-01-01
247;22;0;0;30934;7;2022-09-16
515;23;1;2;51536;5;2022-04-20
614;39;1;4;7738;6;2020-11-02
454;48;0;3;77851;4;2022-01-26
299;21;0;1;27349;8;2022-03-15
978;41;0;5;37914;6;2022-06-27
141;7;1;3;50209;5;2019-09-08
152;43;0;0;36151;5;2018-11-03
747;17;1;3;27883;8;2022-04-21
99;44;1;1;27073;6;2020-02-14
106;19;1;4;4853;7;2022-09-18
663;29;1;3;50954;10;2022-07-23
837;2;1;4;10835;6;2020-10-13
509;18;1;3;83120;9;2018-07-28
156;17;1;2;62150;4;2020-10-21
840;14;0;0;46684;8;2019-07-09
835;17;0;1;56463;1;2018-10-24
517;36;0;1;31246;3;2018-03-08
492;21;0;5;82331;7;2019-03-04
358;11;0;1;42591;8;2021-05-11
754;31;0;1;43981;10;2019-07-05
599;8;0;5;34752;1;2022-08-01
644;49;0;5;89298;5;2022-11-21
556;15;1;5;92560;7;2021-04-14
206;38;0;0;12378;5;2021-08-06
542;49;1;2;76223;10;2021-01-25
215;13;1;2;53082;7;2020-06-22
986;31;0;3;94929;10;2022-10-03
564;30;0;0;61269;1;2021-11-22
309;8;0;5;41974;8;2018-08-31
878;34;0;5;96096;1;2022-11-14
441;15;0;1;43927;5;2018-08-08
904;22;1;3;60845;10;2022-07-01
226;30;1;0;86028;4;2018-06-28
225;39;1;1;35747;1;2021-10-13
313;37;0;1;22948;9;2022-05-13
139;27;1;0;22517;4;2020-08-02
210;50;1;0;7839;5;2022-01-09
687;29;0;3;60534;7;2019-09-16
290;28;0;1;6228;5;2022-09-09
126;24;1;4;64765;7;2018-12-16
864;26;1;5;59078;7;2020-07-12
378;41;0;3;2935;2;2021-12-08
474;19;0;1;92994;9;2021-01-28
265;20;1;2;38094;9;2020-03-01
135;40;0;4;18890;9;2020-10-05
843;26;1;0;1825;5;2020-10-19
386;17;1;1;30433;3;2021-05-01
476;7;1;2;52713;10;2022-07-01
565;23;1;4;58873;9;2021-08-27
314;35;0;0;74031;4;2020-01-26
683;41;0;5;47510;4;2019-11-06
102;28;1;2;19451;2;2022-04-27
943;43;1;5;86458;6;2020-05-13
743;8;1;4;79860;10;2018-03-27
700;38;1;3;72832;6;2018-04-18
372;32;1;0;7354;4;2020-07-18
421;18;0;1;55975;3;2022-01-03
446;32;1;1;80837;8;2019-10-28
914;0;0;4;93466;7;2019-09-24
275;33;0;5;4720;2;2019-07-17
256;26;0;0;67928;2;2020-12-09
400;33;0;4;77532;6;2020-01-15
290;17;1;5;33338;6;2022-01-24
956;39;1;5;54516;4;2018-12-08
535;42;1;5;29826;10;2018-03-11
312;45;0;4;71266;1;2018-07-21
590;27;0;5;66604;9;2021-11-16
202;14;0;3;43557;2;2020-12-02
388;19;1;2;89455;3;2019-09-05
747;28;0;2;28532;5;2019-05-06
889;25;0;4;86617;3;2019-04-03
726;33;1;4;74826;1;2022-03-13
959;10;1;4;10420;10;2020-06-18
480;37;0;3;7738;9;2019-05-04
913;33;1;5;11731;3;2022-05-29
293;2;1;4;67942;5;2019-07-30
56;49;1;5;80817;10;2023-01-06
627;8;1;2;86487;4;2019-10-10
140;19;0;3;53607;4;2018-12-30
946;32;0;5;72084;6;2019-04-08
900;19;0;1;64274;8;2022-03-10
515;45;0;0;76765;4;2021-05-02
347;4;0;3;5313;9;2018-09-06
51;46;0;1;24628;10;2020-06-06
555;48;1;5;31121;4;2019-04-20
808;38;1;5;44683;10;2021-02-11
280;2;0;1;61162;8;2018-10-14
70;4;0;4;14744;9;2020-04-27
664;2;0;1;69807;4;2020-12-31
813;46;1;4;79789;7;2021-10-01
739;49;1;5;70323;1;2020-06-23
613;47;0;5;83507;6;2020-09-18
320;45;0;5;81712;9;2019-02-01
805;10;0;5;4553;3;2021-07-02
303;5;0;0;16914;4;2022-08-16
237;25;1;2;83662;8;2019-10-28
278;49;0;1;80329;6;2019-09-15
498;50;1;0;88907;10;2020-08-17
223;11;0;4;43855;9;2019-01-17
357;19;1;0;8244;4;2018-09-11
405;18;0;4;55426;5;2021-05-21
331;40;0;1;89275;8;2021-06-08
591;45;0;4;94941;7;2019-02-06
648;38;0;2;87036;2;2018-06-25
343;15;1;3;73895;10;2022-01-17
722;1;0;1;39132;2;2018-06-24
613;48;0;0;87407;8;2018-10-17
577;43;0;5;11372;1;2022-09-15
95;16;0;2;11086;10;2022-11-29
526;48;1;2;85293;4;2020-10-19
224;6;1;1;582;10;2018-08-13
135;24;0;5;43235;7;2021-04-25
859;50;1;5;27380;3;2022-12-29
947;27;0;0;88824;8;2018-02-04
897;1;1;3;55422;8;2018-11-29
585;48;1;1;44096;8;2021-02-22
196;18;1;0;46389;3;2018-08-05
302;22;0;3;38172;9;2021-11-18
546;45;0;4;76583;3;2018-12-27
188;47;1;1;50807;9;2020-08-23
845;32;1;3;15420;5;2020-04-23
797;33;1;5;38392;8;2022-04-10
430;6;0;3;95044;10;2022-03-26
950;36;0;0;90761;3;2020-10-19
615;37;1;3;53606;8;2020-03-24
573;43;1;4;92989;6;2018-06-04
775;3;0;2;80575;3;2021-05-17
614;5;1;4;25648;6;2020-07-14
99;12;0;4;99267;5;2020-03-15
141;48;0;5;93021;6;2022-02-01
574;27;0;0;33321;9;2022-04-19
589;23;1;1;41633;7;2022-11-23
192;11;1;0;44234;5;2022-03-07
634;47;0;5;99328;9;2020-02-06
854;19;1;3;66671;4;2021-10-19
773;8;0;2;79243;5;2019-02-10
450;31;0;1;54145;4;2019-10-03
590;6;0;4;62585;10;2020-10-10
985;34;1;4;28699;5;2020-06-23
663;25;1;3;72000;1;2018-09-09
695;48;0;5;86623;9;2020-10-13
906;4;1;1;86871;5;2022-05-19
593;12;0;3;77665;8;2019-09-16
365;10;0;4;97759;4;2020-07-06
704;45;1;4;50469;7;2021-04-07
763;23;1;5;50745;5;2019-04-22
861;33;0;0;1335;2;2021-09-02
178;43;0;5;14070;8;2022-03-13
733;30;1;0;18955;9;2019-11-16
369;32;0;0;43828;5;2020-04-22
788;8;0;0;68138;6;2022-10-12
798;2;0;5;22896;2;2022-11-08
831;7;1;1;34321;6;2022-05-11
845;40;1;1;83441;2;2020-11-20
575;4;1;4;28701;8;2022-10-31
606;28;0;2;20389;5;2020-03-18
970;46;0;1;93886;6;2019-09-19
423;32;0;0;8430;6;2021-07-12
208;3;1;3;97702;10;2022-04-07
968;12;1;4;88629;4;2021-04-01
840;17;1;4;51377;5;2018-07-29
870;13;1;3;98352;1;2020-07-04
245;5;1;4;89630;3;2020-02-09
166;10;1;2;61334;2;2021-11-08
282;21;0;4;60972;4;2018-07-26
853;30;1;1;76245;10;2021-02-22
698;43;0;5;26680;9;2020-07-06
972;3;0;2;15596;10;2021-12-04
932;27;0;3;435;9;2019-10-24
592;43;1;0;37760;10;2022-07-07
927;48;1;2;50802;8;2020-01-19
555;8;0;5;4004;10;2019-05-06
73;50;1;2;16471;3;2019-04-06
116;37;1;5;26283;10;2018-09-13
653;34;0;1;67263;9;2020-03-04
260;2;1;5;26735;2;2019-08-29
745;16;0;0;81847;9;2022-05-19
277;15;0;2;57770;3;2021-11-08
834;15;0;3;27164;6;2018-12-31
523;47;0;2;25266;10;2020-07-03
674;16;1;4;21772;5;2022-06-01
807;16;1;1;53445;8;2021-03-21
341;44;1;5;56248;4;2022-08-24
170;27;1;0;19598;6;2021-12-04
644;29;0;1;52106;8;2018-04-15
290;1;0;5;68486;8;2018-10-13
286;15;0;5;70210;7;2019-02-10
995;9;1;4;92624;4;2021-03-19
705;40;0;0;85221;1;2022-06-12
158;22;1;5;56754;6;2019-06-11
372;39;0;4;29489;5;2020-03-19
542;49;0;4;38221;8;2019-11-12
964;25;0;3;5628;7;2020-10-28
167;7;0;5;9576;8;2021-10-03
886;26;1;5;31348;4;2022-08-21
69;40;0;4;92810;9;2018-09-04
995;28;1;2;2209;4;2021-09-04
975;20;1;3;70719;7;2021-12-17
470;27;0;3;240;5;2021-06-09
751;0;0;5;81207;8;2020-10-27
456;31;1;2;68620;9;2021-01-30
693;1;0;3;69084;2;2019-02-12
560;31;1;2;73291;8;2019-07-07
434;41;0;3;73982;4;2019-03-26
993;20;1;4;4398;4;2020-08-29
492;11;1;0;76034;8;2020-10-01
58;10;0;1;41633;10;2021-08-07
248;28;1;4;15894;7;2020-06-27
909;8;0;5;52389;6;2022-07-05
657;24;0;1;50017;2;2019-05-11
700;33;0;4;39990;2;2018-08-27
531;44;1;0;81117;8;2022-10-24
531;20;0;3;55560;1;2020-09-18
643;45;0;3;60215;2;2020-12-31
59;34;1;0;4260;6;2021-02-01
499;23;1;1;39093;3;2020-07-15
520;18;0;4;54097;3;2021-07-06
59;21;1;1;55559;3;2021-02-09
593;1;0;1;30036;4;2020-07-11
712;42;0;5;60254;3;2019-11-16
591;39;1;2;22801;3;2018-11-11
210;20;1;3;78681;4;2019-01-10
922;5;0;1;67786;6;2019-07-13
133;27;0;0;76162;8;2020-03-20
161;18;1;2;47351;10;2021-12-18
319;37;1;2;4269;8;2021-11-14
512;45;0;3;48048;3;2018-09-16
562;3;1;1;21276;1;2019-10-27
250;5;0;0;59177;1;2021-03-17
667;47;0;4;96180;3;2020-08-26
847;40;1;0;3232;9;2021-10-15
229;3;1;2;79830;1;2019-11-09
653;31;1;0;99216;10;2019-03-20
535;9;0;0;90214;7;2018-03-24
101;44;0;4;57218;4;2019-08-04
769;27;0;4;45178;2;2018-03-21
298;24;0;1;46971;8;2020-07-24
701;46;1;4;44921;2;2022-05-16
256;50;0;5;25517;3;2018-02-16
527;27;1;0;71976;4;2018-09-20
528;33;0;3;32240;3;2020-06-11
487;22;1;1;91149;9;2020-12-14
589;35;1;3;61103;10;2018-05-20
869;15;1;2;20146;8;2022-11-24
237;16;0;1;97151;5;2022-01-14
283;17;1;0;24672;1;2018-02-13
805;0;1;0;22585;10;2022-08-01
154;24;1;1;83883;6;2021-09-02
430;7;0;3;85891;8;2020-10-09
339;8;0;0;53791;9;2020-03-04
836;8;1;0;6987;6;2021-12-15
62;18;0;3;99652;3;2019-03-07
165;12;1;3;45872;1;2020-01-14
151;46;1;0;30250;7;2019-01-11
812;27;0;3;66609;4;2022-02-10
279;14;1;5;2607;2;2018-06-11
232;16;1;0;14482;3;2019-08-07
936;40;0;0;69301;9;2020-02-28
396;42;0;0;69904;5;2018-12-06
814;3;1;0;9665;9;2018-05-01
472;25;0;0;45803;8;2020-05-20
348;48;1;4;5214;5;2022-08-15
145;41;0;5;37881;8;2022-11-17
235;18;0;4;51631;6;2020-11-25
302;29;1;2;17443;6;2021-06-15
185;40;0;5;49424;9;2018-09-04
672;43;0;1;33255;7;2022-01-27
98;33;1;4;99332;1;2018-03-18
334;12;0;3;84201;2;2022-03-31
577;6;1;0;70039;1;2020-01-31
561;27;1;4;84267;7;2018-11-24
352;15;0;5;7739;4;2020-12-10
712;32;1;3;5991;9;2022-01-23
810;33;1;5;24053;4;2020-11-25
787;41;0;5;4511;7;2021-02-12
267;7;0;4;98161;6;2021-08-29
748;31;1;2;37169;4;2022-03-18
282;49;1;5;11832;6;2018-12-24
415;40;0;4;51149;7;2022-09-25
785;30;1;5;53464;8;2019-07-12
756;47;1;3;46362;9;2022-07-02
418;40;0;5;67767;8;2018-07-30
121;33;1;1;49439;1;2022-06-03
762;11;0;2;80833;6;2018-05-09
217;20;0;0;85093;1;2020-01-30
803;19;1;0;64683;10;2018-06-18
233;34;0;1;26124;10;2018-10-30
126;28;0;3;9592;9;2022-12-30
54;17;0;3;34619;1;2018-04-27
73;35;0;0;98020;6;2020-11-12
166;7;0;2;4606;5;2020-10-09
948;47;0;3;30734;7;2022-08-17
631;10;1;5;48603;5;2019-05-13
640;36;0;2;53341;5;2019-03-15
142;3;1;4;67645;6;2022-09-02
314;25;1;0;92655;10;2021-07-01
321;26;1;5;12908;6;2020-01-28
808;16;0;0;94854;8;2018-08-11
905;1;1;2;70243;1;2019-03-26
783;18;1;3;32007;5;2019-08-17
885;24;1;0;95294;9;2021-06-06
407;29;0;2;29756;6;2019-03-29
149;41;0;1;78121;7;2020-09-12
343;4;0;2;95907;5;2020-08-13
614;26;0;4;21535;4;2018-03-19
199;6;0;1;370;6;2018-09-22
915;48;1;0;3390;10;2018-03-11
122;10;1;1;21468;1;2019-07-25
853;47;0;0;48389;8;2021-08-13
357;14;0;2;2348;6;2020-02-11
720;31;1;5;82674;2;2019-05-05
365;17;1;4;26071;5;2021-05-11
625;44;0;1;99333;2;2022-08-07
873;45;0;1;73102;10;2019-06-04
859;40;1;2;94294;5;2021-11-26
662;19;1;2;7179;6;2020-03-07
917;18;1;4;7487;1;2019-02-26
947;24;0;3;4542;7;2020-06-30
888;8;1;0;24598;8;2021-06-06
148;31;1;4;26397;2;2018-12-25
932;48;0;4;15639;3;2020-12-10
308;44;1;4;49756;3;2019-11-04
184;47;0;3;46364;5;2021-05-22
281;38;0;0;53266;9;2018-09-06
103;50;1;4;78585;1;2022-04-29
943;13;0;2;47488;3;2018-08-25
458;37;1;1;81133;9;2019-08-15
563;30;0;1;53821;7;2021-03-10
839;7;0;3;38637;1;2021-05-19
626;16;1;5;37484;3;2020-11-20
925;36;1;4;36315;7;2023-01-18
221;22;1;4;4390;2;2022-05-06
842;38;1;4;28988;10;2021-04-27
840;38;0;2;9017;9;2021-01-02
109;36;0;1;15875;7;2019-04-28
532;48;0;1;25576;10;2022-06-12
577;44;1;4;70035;4;2018-10-28
865;38;1;4;3124;6;2021-05-13
696;41;1;5;43878;7;2022-09-25
287;25;0;5;51764;9;2021-11-01
992;9;0;5;1767;4;2023-01-26
395;40;1;5;43535;2;2021-06-07
468;31;0;5;86874;5;2019-10-30
918;37;1;5;23694;2;2019-06-24
293;42;0;3;92284;1;2021-09-23
836;33;0;5;84959;2;2019-11-17
184;24;0;1;39497;3;2018-08-26
274;27;0;2;27267;2;2019-11-24
738;4;0;1;40790;9;2020-07-15
173;2;1;1;28300;1;2022-12-21
583;42;1;0;93412;10;2020-07-04
79;7;0;4;17616;6;2018-11-20
747;45;1;4;1518;3;2019-05-01
112;30;1;0;12636;3;2021-02-09
812;5;1;3;68487;9;2021-12-06
294;1;1;5;96395;3;2022-03-27
648;31;0;4;18554;4;2018-11-24
853;37;1;1;21602;10;2019-07-30
174;6;1;4;70373;10;2018-05-06
516;11;1;1;97343;5;2022-10-24
772;15;0;0;39768;7;2022-12-01
69;45;1;5;51200;10;2021-05-14
119;19;0;0;38272;1;2021-06-23
719;27;1;2;10365;6;2022-05-29
479;50;0;2;86582;1;2020-10-19
287;32;0;5;18430;5;2022-01-15
567;33;1;5;32411;10;2021-04-12
969;6;0;3;7344;9;2020-12-09
418;3;0;0;97514;6;2021-10-12
835;36;0;3;65395;5;2020-08-15
153;30;1;5;46716;5;2018-02-22
246;33;0;5;92052;4;2021-08-17
242;39;0;1;1582;7;2019-12-06
742;39;1;3;47870;9;2019-01-28
220;42;1;3;3549;1;2018-02-19
61;18;1;5;69965;3;2021-04-30
579;27;1;5;66253;6;2019-08-19
724;29;0;1;86510;6;2019-05-20
514;11;1;2;1339;1;2022-03-04
800;36;1;4;55978;2;2020-01-26
246;15;1;5;3526;10;2018-07-14
805;50;0;3;10452;5;2020-09-05
942;44;0;1;95149;9;2019-09-09
592;28;1;0;76304;2;2020-01-19
432;34;0;0;83319;10;2021-10-21
279;30;0;4;85066;4;2018-11-14
50;37;0;0;73953;7;2019-10-29
496;24;0;1;40003;4;2020-03-02
753;12;1;5;56074;2;2018-09-08
718;40;0;2;42999;10;2018-05-04
174;17;1;5;79081;10;2022-09-20
611;32;1;3;73665;8;2020-02-27
504;0;1;1;69822;2;2018-03-29
253;47;0;5;21829;10;2021-09-28
240;4;0;3;92065;7;2023-01-09
491;12;1;0;70845;1;2020-09-17
250;50;0;1;30070;2;2021-01-05
735;0;0;3;81635;2;2022-11-03
574;19;1;4;48128;6;2022-05-11
523;28;1;1;1446;1;2022-10-23
727;35;0;5;88232;10;2019-12-05
258;31;1;5;86484;9;2019-12-18
382;3;1;5;49024;3;2019-07-03
309;47;0;0;6134;9;2020-09-20
400;30;1;4;93449;1;2021-03-10
682;40;1;2;24120;9;2019-06-07
815;41;1;3;88076;1;2021-11-24
78;21;1;2;53335;5;2021-09-09
895;3;0;2;50068;8;2020-09-06
327;32;0;5;42048;2;2022-04-15
365;4;1;2;7705;1;2019-08-21
178;36;1;0;61184;8;2022-03-18
662;6;1;2;71427;9;2020-01-08
909;48;0;5;9116;6;2019-06-06
499;16;1;4;16424;2;2018-03-26
179;29;1;2;59371;2;2020-04-01
479;14;1;5;91974;10;2022-07-24
799;22;0;2;50120;1;2022-09-28
482;26;1;0;48546;3;2018-06-24
793;12;0;1;41080;10;2018-03-28
917;25;1;1;19626;1;2022-10-20
150;19;1;3;37847;6;2021-11-09
233;24;0;2;89225;10;2018-05-16
936;0;0;5;73335;6;2022-08-28
130;17;1;1;37767;3;2020-03-27
108;42;1;2;41989;2;2023-01-23
719;17;1;2;2252;1;2021-10-22
149;45;1;4;97634;5;2019-01-22
885;21;0;2;52114;4;2019-02-25
576;45;1;2;14309;9;2021-01-24
981;35;1;4;70509;4;2021-07-11
416;4;1;5;67128;6;2020-04-16
923;50;0;4;42273;7;2019-05-02
173;41;1;5;14189;2;2020-01-19
261;29;0;1;4014;6;2020-11-05
914;25;1;0;28413;5;2019-09-24
797;43;1;4;14102;5;2019-02-04
584;42;1;1;64430;3;2018-05-31
690;41;0;0;12704;5;2019-09-28
883;16;1;4;71810;4;2018-12-28
187;4;1;1;80601;2;2021-02-28
804;46;1;2;97109;4;2022-09-24
714;21;0;3;78166;2;2018-06-14
262;50;0;1;71214;10;2021-03-19
459;34;1;5;57508;5;2019-11-18
324;32;1;1;6496;7;2020-08-01
487;22;1;2;4139;4;2022-10-12
758;23;1;0;55548;4;2021-08-15
943;23;0;4;17416;5;2020-07-26
267;26;0;4;46769;9;2022-07-17
193;13;0;0;76745;10;2020-10-21
561;46;0;4;19227;8;2018-10-07
739;42;0;1;37078;9;2018-07-02
659;3;0;1;34252;7;2021-12-13
518;43;0;3;88737;9;2021-01-29
577;46;1;3;37576;7;2022-02-16
459;24;0;3;78117;10;2021-10-20
862;14;0;1;28098;4;2022-10-12
322;33;0;3;8565;9;2019-04-10
518;28;0;5;18363;5;2019-04-30
687;41;1;2;76006;9;2022-01-26
539;46;1;4;3972;7;2020-09-03
995;32;1;2;16780;3;2022-07-03
825;16;0;2;57892;2;2022-03-01
605;7;1;4;38233;10;2022-01-11
589;20;0;4;23581;4;2021-10-01
823;42;1;5;33378;8;2018-09-09
565;35;1;2;37024;8;2019-06-21
354;0;1;4;14923;9;2021-09-13
555;3;1;5;20991;10;2019-01-21
115;14;0;1;10894;5;2020-10-09
131;13;1;3;26689;3;2020-01-05
371;4;0;1;73801;8;2018-03-25
155;31;1;4;43861;9;2020-11-14
608;49;0;3;89095;6;2020-10-21
898;16;0;1;80058;5;2022-11-08
606;30;0;5;37266;6;2020-12-27
169;20;1;5;36682;10;2021-05-22
210;46;0;1;26365;6;2020-10-28
181;34;0;4;24419;6;2018-07-30
816;38;0;3;73175;4;2020-11-22
253;4;0;1;40205;5;2019-01-13
289;48;0;0;8664;10;2021-11-13
264;13;0;3;55159;10;2020-03-14
254;13;0;2;31654;7;2022-11-11
435;24;1;3;37093;7;2022-12-04
334;39;0;4;58603;10;2022-07-09
925;6;1;0;31480;7;2018-09-14
902;29;0;5;56310;5;2019-04-18
188;26;1;3;22131;5;2019-04-30
386;20;0;3;23510;6;2022-04-30
382;12;1;2;16982;5;2022-09-07
304;36;1;5;39920;5;2020-09-01
482;5;0;0;99169;6;2020-07-05
276;34;1;0;53370;8;2020-12-10
454;10;0;1;66239;7;2019-01-30
701;5;1;5;80334;4;2022-10-31
679;9;0;3;26588;1;2020-02-18
686;23;1;2;67749;9;2020-07-12
503;37;0;2;26485;9;2020-06-28
335;19;0;4;9076;3;2021-07-09
531;49;0;1;34960;4;2019-06-21
528;26;0;2;94210;1;2021-01-11
326;22;1;5;64669;4;2021-04-06
290;41;0;3;56340;8;2019-08-19
600;1;1;3;6381;2;2019-02-11
641;34;1;0;39143;2;2020-09-23
940;28;0;0;62376;2;2020-09-19
947;42;0;2;33615;4;2018-03-16
545;28;0;4;84644;2;2018-08-07
266;29;1;0;3868;2;2020-05-25
92;41;0;1;54421;6;2020-11-05
794;10;1;2;31290;3;2022-07-13
559;7;0;1;25871;3;2022-06-06
559;6;1;3;92833;9;2021-01-09
106;9;1;1;31396;7;2022-07-02
195;23;1;3;12253;7;2019-07-16
98;38;1;5;47605;1;2019-11-08
933;35;0;3;71615;9;2021-09-17
829;7;1;3;14983;9;2021-04-21
118;40;0;4;60336;10;2019-03-19
485;50;1;3;34319;2;2022-09-14
980;14;1;1;65251;7;2022-09-24
962;36;1;1;31845;4;2019-09-18
761;15;0;0;61768;2;2020-03-13
76;41;0;1;1258;10;2021-11-16
798;22;1;4;37086;1;2019-07-02
554;42;1;4;217;4;2019-06-27
139;42;0;2;66085;10;2020-08-21
151;39;1;1;20345;8;2022-12-20
266;21;1;0;13815;4;2018-02-02
339;19;1;1;72054;4;2020-05-18
883;34;0;0;25226;5;2023-01-22
300;27;0;3;74192;9;2022-07-11
487;32;1;4;36242;5;2018-06-09
356;47;0;5;95035;3;2020-06-17
409;0;0;3;20461;6;2021-10-04
205;29;1;4;7770;2;2021-02-07
946;11;1;2;26509;9;2019-05-14
868;35;0;2;28862;2;2019-11-12
700;9;0;1;48216;4;2022-07-10
253;27;0;5;25870;8;2020-05-25
59;0;1;3;43620;4;2022-11-01
958;15;1;2;38091;9;2022-05-03
612;21;0;5;43562;4;2021-12-27
458;33;0;1;53053;9;2022-09-06
719;1;1;1;8062;2;2022-09-14
288;43;0;4;73654;3;2021-04-16
751;33;1;4;61279;6;2022-07-12
78;12;1;0;65414;4;2020-03-01
930;47;0;5;26737;3;2022-03-06
820;5;1;4;1094;10;2019-05-07
467;16;1;2;35809;3;2020-04-16
165;27;1;1;60758;4;2022-09-05
866;36;0;2;42434;7;2019-11-04
326;24;1;4;92231;10;2018-10-31
455;34;1;2;24445;5;2021-06-01
880;49;0;2;82476;7;2020-01-17
155;33;0;4;14151;10;2019-09-14
187;25;0;1;64013;8;2020-11-30
531;34;0;5;99771;2;2020-10-07
108;49;0;5;93878;9;2020-03-01
293;3;0;5;42604;7;2019-12-05
110;39;1;2;77586;4;2021-01-03
655;26;0;3;84769;5;2021-10-10
128;28;1;2;64670;10;2022-12-11
243;30;0;3;66280;2;2019-08-02
932;7;1;0;97771;9;2018-04-21
563;25;1;3;39313;2;2022-05-13
341;49;0;0;76995;8;2018-09-29
869;33;0;1;65654;2;2019-09-02
152;17;1;0;94454;3;2021-06-02
166;43;1;0;58785;5;2018-05-17
403;45;1;2;19491;9;2021-06-23
71;12;0;1;90888;9;2020-10-01
583;7;0;4;64485;7;2018-05-31
650;35;1;1;58818;7;2018-09-14
863;0;0;1;90100;1;2023-01-13
244;45;1;3;862;2;2022-10-13
228;48;0;1;42360;6;2022-04-30
858;0;0;0;71520;5;2019-08-30
132;18;0;0;86977;8;2020-06-08
352;31;1;1;46966;9;2021-05-09
469;50;1;2;48615;10;2021-07-22
490;24;1;0;37798;6;2020-04-23
871;47;0;3;23922;8;2020-07-26
532;1;0;5;14797;10;2018-02-08
937;9;0;4;68991;2;2018-04-08
890;39;0;1;75504;5;2019-11-12
436;18;0;4;33887;6;2019-11-18
997;27;0;3;1709;2;2019-03-30
557;24;1;2;23971;10;2020-08-14
902;37;0;5;52179;8;2022-04-23
210;43;0;5;96811;7;2019-08-14
125;48;1;2;90837;10;2021-04-02
930;0;1;0;94884;1;2021-05-05
982;30;0;5;84999;1;2019-05-23
528;21;0;3;78109;8;2021-08-30
140;34;0;0;47864;6;2021-02-17
512;23;1;4;44647;4;2022-09-18
702;18;0;5;35378;4;2019-05-01
312;45;0;0;67326;2;2018-11-05
860;20;0;0;78505;5;2018-09-04
684;29;0;2;18642;4;2022-09-07
647;10;1;1;93190;1;2018-12-18
951;31;1;1;8423;2;2020-12-06
288;22;1;2;3407;8;2021-02-12
269;22;1;2;47370;10;2021-10-04
520;42;1;4;15117;7;2019-07-17
203;13;0;5;18956;3;2022-08-10
590;11;1;2;90122;6;2021-07-07
229;29;0;0;4569;8;2021-02-10
335;21;0;3;33508;6;2020-10-08
555;11;0;0;78946;4;2020-03-30
825;13;1;5;60151;3;2022-04-28
63;41;1;1;44560;8;2021-12-31
370;15;0;5;29304;4;2022-09-09
114;23;1;0;73012;10;2022-10-27
458;20;0;5;21977;2;2018-11-06
711;39;0;4;54795;7;2018-04-03
137;38;1;1;21687;4;2021-08-19
329;21;1;3;68647;3;2019-11-30
727;46;0;5;64951;3;2019-03-10
654;11;0;4;51639;8;2019-10-07
428;37;1;3;10234;5;2018-07-02
138;33;0;1;64415;9;2019-05-22
513;3;1;5;62742;4;2019-12-04
717;3;0;0;49061;6;2019-10-06
619;13;0;5;42535;4;2018-11-29
224;3;0;3;59945;9;2020-10-07
56;38;0;3;45949;8;2021-10-24
850;21;1;3;70533;10;2019-10-12
130;46;0;2;28159;5;2018-10-25
864;22;1;2;87603;3;2021-01-14
854;5;0;0;30974;2;2020-05-10
592;42;0;4;41020;8;2020-07-14
360;46;0;3;57411;6;2020-06-05
99;42;0;0;77491;5;2021-07-17
460;38;1;1;2276;3;2022-09-27
399;21;1;4;13025;1;2019-07-08
423;25;0;2;39669;10;2021-09-07
606;6;1;0;51701;8;2018-04-04
114;36;0;0;99642;4;2019-06-12
298;43;1;1;42640;6;2021-03-23
416;42;1;1;27050;7;2020-07-19
399;16;1;2;4068;7;2022-12-09
668;21;0;2;16048;10;2021-11-07
395;0;1;1;35965;1;2021-12-03
944;27;0;4;9622;2;2022-06-06
687;16;0;3;66250;1;2023-01-26
600;46;1;5;68767;6;2022-04-18
592;47;0;2;28025;2;2022-12-09
500;33;1;4;56035;1;2022-12-04
104;43;1;2;76270;4;2018-10-25
219;0;0;3;82847;2;2019-02-11
925;35;1;3;81065;6;2021-04-29
856;42;1;4;66536;5;2020-02-22
894;50;1;3;17771;8;2022-01-21
730;9;1;2;98715;5;2022-11-26
787;3;1;5;51151;7;2019-06-13
171;48;0;0;73927;8;2019-07-16
628;21;0;0;82396;4;2018-06-15
896;12;0;5;74009;9;2019-08-26
948;47;1;1;94688;5;2020-03-07
879;12;1;0;53846;2;2018-08-16
143;21;1;0;26762;8;2019-04-21
136;5;1;0;29928;9;2018-08-26
487;32;1;3;43071;4;2018-12-16
292;3;0;2;88207;6;2018-08-02
